instance_id,mechanism_label,supporting_conditions,contrasting_conditions,confidence,rationale,supporting_artifact_paths,capped_excerpts
django__django-32450,test_command_transfer,raw,no_memory,high,Consistent with reuse of a prior-context test or reproduction command.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/raw,"prior_files_inspected: django/db/models/query_utils.py|tests/gis_tests/geoapp/test_expressions.py|tests/queries/test_bulk_update.py|tests/queries/test_db_returning.py|tests/queries/test_q.py|tests/queries/models.py|django/db/models/base.py|django/apps/registry.py|django/conf/__init__.py|tests/runtests.py || prior_files_edited: django/db/models/query_utils.py|tests/queries/test_q.py || prior_test_commands: python3 -m pytest tests/queries/test_q.py::QWithExistsTests -xvs|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py queries.test_q.QWithExistsTests --verbosity=2|python3 tests/runtests.py queries.test_q --verbosity=2 || err... || run_tests=cd /testbed && python3 tests/runtests.py queries.test_q --verbosity=2 2>&1|cd /testbed && python3 tests/runtests.py queries --verbosity=1 2>&1 | tail -30|cd /testbed && python3 tests/..."
django__django-32450,failure_signature_transfer,raw,no_memory,medium,Consistent with the run observing a failure signature that overlaps prior or target issue evidence.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/raw,"prior_files_inspected: django/db/models/query_utils.py|tests/gis_tests/geoapp/test_expressions.py|tests/queries/test_bulk_update.py|tests/queries/test_db_returning.py|tests/queries/test_q.py|tests/queries/models.py|django/db/models/base.py|django/apps/registry.py|django/conf/__init__.py|tests/runtests.py || prior_files_edited: django/db/models/query_utils.py|tests/queries/test_q.py || prior_test_commands: python3 -m pytest tests/queries/test_q.py::QWithExistsTests -xvs|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py queries.test_q.QWithExistsTests --verbosity=2|python3 tests/runtests.py queries.test_q --verbosity=2 || err... || run_failures=tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|13 from django.core.exceptions import FieldError | 45 raise TypeError(other) | 289 raise ValueError('relation_name ca..."
django__django-32450,patch_shape_transfer,raw,no_memory,medium,Consistent with prior-context patch-shape hints aligning with the successful patch location.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/raw,"prior_files_inspected: django/db/models/query_utils.py|tests/gis_tests/geoapp/test_expressions.py|tests/queries/test_bulk_update.py|tests/queries/test_db_returning.py|tests/queries/test_q.py|tests/queries/models.py|django/db/models/base.py|django/apps/registry.py|django/conf/__init__.py|tests/runtests.py || prior_files_edited: django/db/models/query_utils.py|tests/queries/test_q.py || prior_test_commands: python3 -m pytest tests/queries/test_q.py::QWithExistsTests -xvs|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py queries.test_q.QWithExistsTests --verbosity=2|python3 tests/runtests.py queries.test_q --verbosity=2 || err..."
django__django-32450,procedural_order_transfer,raw,no_memory,low,"Consistent with a prior search/read/edit procedure, but not enough to claim causality.",/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/raw,"prior_files_inspected: django/db/models/query_utils.py|tests/gis_tests/geoapp/test_expressions.py|tests/queries/test_bulk_update.py|tests/queries/test_db_returning.py|tests/queries/test_q.py|tests/queries/models.py|django/db/models/base.py|django/apps/registry.py|django/conf/__init__.py|tests/runtests.py || prior_files_edited: django/db/models/query_utils.py|tests/queries/test_q.py || prior_test_commands: python3 -m pytest tests/queries/test_q.py::QWithExistsTests -xvs|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py queries.test_q.QWithExistsTests --verbosity=2|python3 tests/runtests.py queries.test_q --verbosity=2 || err..."
django__django-32450,same_file_transfer,adp,no_memory,high,Consistent with prior context exposing the target gold file and the successful run modifying that file.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/no_memory,"prior_files_inspected: django/db/models/query_utils.py|django/db/models/expressions.py|tests/gis_tests/geoapp/test_expressions.py|tests/queries/test_db_returning.py|tests/queries/test_q.py|tests/queries/models.py|django/db/models/base.py|django/apps/registry.py|django/conf/__init__.py|tests/runtests.py || prior_files_edited: django/db/models/query_utils.py|tests/queries/test_q.py || prior_test_commands: python3 -m pytest tests/queries/test_q.py::QWithExistsTests -xvs|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py queries.test_q.QWithExistsTests --verbosity=2|python3 tests/runtests.py queries.test_q --verbosity=2 || error..."
django__django-32450,localization_hint,adp,no_memory,medium,Consistent with prior-context localization: the winning run reached a target gold file or directory.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/no_memory,"prior_files_inspected: django/db/models/query_utils.py|django/db/models/expressions.py|tests/gis_tests/geoapp/test_expressions.py|tests/queries/test_db_returning.py|tests/queries/test_q.py|tests/queries/models.py|django/db/models/base.py|django/apps/registry.py|django/conf/__init__.py|tests/runtests.py || prior_files_edited: django/db/models/query_utils.py|tests/queries/test_q.py || prior_test_commands: python3 -m pytest tests/queries/test_q.py::QWithExistsTests -xvs|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py queries.test_q.QWithExistsTests --verbosity=2|python3 tests/runtests.py queries.test_q --verbosity=2 || error... || first_gold_file_read_step=3"
django__django-32450,test_command_transfer,adp,no_memory,high,Consistent with reuse of a prior-context test or reproduction command.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/no_memory,"prior_files_inspected: django/db/models/query_utils.py|django/db/models/expressions.py|tests/gis_tests/geoapp/test_expressions.py|tests/queries/test_db_returning.py|tests/queries/test_q.py|tests/queries/models.py|django/db/models/base.py|django/apps/registry.py|django/conf/__init__.py|tests/runtests.py || prior_files_edited: django/db/models/query_utils.py|tests/queries/test_q.py || prior_test_commands: python3 -m pytest tests/queries/test_q.py::QWithExistsTests -xvs|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py queries.test_q.QWithExistsTests --verbosity=2|python3 tests/runtests.py queries.test_q --verbosity=2 || error... || run_tests=cd /testbed && python tests/runtests.py queries.test_q --verbosity=2 2>&1|cd /testbed && python tests/runtests.py queries --verbosity=1 2>&1 | tail -30|cd /testbed && python tests/run..."
django__django-32450,failure_signature_transfer,adp,no_memory,medium,Consistent with the run observing a failure signature that overlaps prior or target issue evidence.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/no_memory,"prior_files_inspected: django/db/models/query_utils.py|django/db/models/expressions.py|tests/gis_tests/geoapp/test_expressions.py|tests/queries/test_db_returning.py|tests/queries/test_q.py|tests/queries/models.py|django/db/models/base.py|django/apps/registry.py|django/conf/__init__.py|tests/runtests.py || prior_files_edited: django/db/models/query_utils.py|tests/queries/test_q.py || prior_test_commands: python3 -m pytest tests/queries/test_q.py::QWithExistsTests -xvs|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py queries.test_q.QWithExistsTests --verbosity=2|python3 tests/runtests.py queries.test_q --verbosity=2 || error... || run_failures=tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|13 from django.core.exceptions import FieldError | 45 raise TypeError(other) | 289 raise ValueError('relation_name ca..."
django__django-32450,patch_shape_transfer,adp,no_memory,medium,Consistent with prior-context patch-shape hints aligning with the successful patch location.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/no_memory,"prior_files_inspected: django/db/models/query_utils.py|django/db/models/expressions.py|tests/gis_tests/geoapp/test_expressions.py|tests/queries/test_db_returning.py|tests/queries/test_q.py|tests/queries/models.py|django/db/models/base.py|django/apps/registry.py|django/conf/__init__.py|tests/runtests.py || prior_files_edited: django/db/models/query_utils.py|tests/queries/test_q.py || prior_test_commands: python3 -m pytest tests/queries/test_q.py::QWithExistsTests -xvs|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py queries.test_q.QWithExistsTests --verbosity=2|python3 tests/runtests.py queries.test_q --verbosity=2 || error..."
django__django-32450,same_file_transfer,memory,no_memory,high,Consistent with prior context exposing the target gold file and the successful run modifying that file.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/memory,"prior_files_inspected: django/db/models/query_utils.py|django/db/models/expressions.py|tests/queries/test_q.py|tests/queries/models.py|tests/queries/test_bulk_update.py|tests/queries/test_db_returning.py || prior_files_edited: django/db/models/query_utils.py|tests/queries/test_q.py || prior_test_commands: - [test] python3 -m pytest tests/queries/test_q.py::QWithExistsTests -xvs|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3 || error_failure_assertion_lines: Q(...) & Exists(...) raises a TypeError|Exists(...) & Q(...) works, but Q(...) & Exists(...) raise a TypeError|TypeError Traceback (most recent call last)|---> 73 raise TypeError(other)|TypeEr..."
django__django-32450,localization_hint,memory,no_memory,medium,Consistent with prior-context localization: the winning run reached a target gold file or directory.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/memory,"prior_files_inspected: django/db/models/query_utils.py|django/db/models/expressions.py|tests/queries/test_q.py|tests/queries/models.py|tests/queries/test_bulk_update.py|tests/queries/test_db_returning.py || prior_files_edited: django/db/models/query_utils.py|tests/queries/test_q.py || prior_test_commands: - [test] python3 -m pytest tests/queries/test_q.py::QWithExistsTests -xvs|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3 || error_failure_assertion_lines: Q(...) & Exists(...) raises a TypeError|Exists(...) & Q(...) works, but Q(...) & Exists(...) raise a TypeError|TypeError Traceback (most recent call last)|---> 73 raise TypeError(other)|TypeEr... || first_gold_file_read_step=2"
django__django-32450,test_command_transfer,memory,no_memory,high,Consistent with reuse of a prior-context test or reproduction command.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/memory,"prior_files_inspected: django/db/models/query_utils.py|django/db/models/expressions.py|tests/queries/test_q.py|tests/queries/models.py|tests/queries/test_bulk_update.py|tests/queries/test_db_returning.py || prior_files_edited: django/db/models/query_utils.py|tests/queries/test_q.py || prior_test_commands: - [test] python3 -m pytest tests/queries/test_q.py::QWithExistsTests -xvs|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3 || error_failure_assertion_lines: Q(...) & Exists(...) raises a TypeError|Exists(...) & Q(...) works, but Q(...) & Exists(...) raise a TypeError|TypeError Traceback (most recent call last)|---> 73 raise TypeError(other)|TypeEr... || run_tests=cd /testbed && python -m django.test.utils.get_runner tests/queries/test_q.py --settings=tests.settings 2>&1 | head -50|cd /testbed && python tests/runtests.py queries.test_q 2>&1|cd ..."
